id,telegram,type,date,author,caption,keywords,filename
1528,https://t.me/jotchuacontent/1528,photo,2026-08-06 09:07:25,Crypt Prin,Jotchua's head erupts from a volcano,"volcano, lava, exploding",photo_1528_0.jpg
1527,https://t.me/jotchuacontent/1527,photo,2026-08-06 09:07:24,Crypt Prin,Chef Jotchua rolls dough with flour on his face,"baking, chef, cooking",photo_1527_0.jpg
1526,https://t.me/jotchuacontent/1526,photo,2026-08-06 09:07:23,Crypt Prin,Jotchua cheers with arms up as confetti falls,"celebrating, confetti, happy",photo_1526_0.jpg
1525,https://t.me/jotchuacontent/1525,photo,2026-08-06 09:07:23,Crypt Prin,Jotchua holds a megaphone ready to shout,"megaphone, shouting, announcing",photo_1525_0.jpg
1524,https://t.me/jotchuacontent/1524,photo,2026-08-06 09:07:22,Crypt Prin,Jotchua sips coffee on the porch at sunrise,"coffee, morning, porch",photo_1524_0.jpg
1523,https://t.me/jotchuacontent/1523,photo,2026-08-06 09:07:22,Crypt Prin,Jotchua runs on a treadmill at the gym,"treadmill, running, gym",photo_1523_0.jpg
1522,https://t.me/jotchuacontent/1522,photo,2026-08-06 09:07:21,Crypt Prin,Jotchua wearing a blonde Trump combover,"trump, hair, wig",photo_1522_0.jpg
1521,https://t.me/jotchuacontent/1521,photo,2026-08-06 09:07:20,Crypt Prin,Jotchua peeks out of a fluffy bear costume,"bear, costume, cute",photo_1521_0.jpg
1520,https://t.me/jotchuacontent/1520,photo,2026-08-06 09:07:17,Crypt Prin,Jotchua flexes a shredded human body,"muscles, ripped, abs",photo_1520_0.jpg
1519,https://t.me/jotchuacontent/1519,photo,2026-08-06 09:07:16,Crypt Prin,Jotchua in a muscular gorilla suit,"gorilla, muscles, costume",photo_1519_0.jpg
1518,https://t.me/jotchuacontent/1518,photo,2026-08-06 09:07:15,Crypt Prin,Jotchua drives a desert highway at sunset,"driving, road-trip, sunset",photo_1518_0.jpg
1517,https://t.me/jotchuacontent/1517,photo,2026-08-06 09:07:14,Crypt Prin,Jotchua tilts his head with one ear up,"ears, listening, curious",photo_1517_0.jpg
1514,https://t.me/jotchuacontent/1514,photo,2026-08-06 05:55:25,Kade,Jotchua helps a house-headed man with a walker,"grandpa, walker, helping",photo_1514_0.jpg
1513,https://t.me/jotchuacontent/1513,photo,2026-08-05 22:44:20,Titus,Jotchua appears on the big screen at a conference,"stage, conference, presentation",photo_1513_0.jpg
1512,https://t.me/jotchuacontent/1512,photo,2026-08-05 22:31:30,Titus,Someone rides a bike wearing a Jotchua head,"bike, costume, riding",photo_1512_0.jpg
1511,https://t.me/jotchuacontent/1511,photo,2026-08-05 02:08:47,Shravan Anand,Jotchua strikes a kung fu pose in the courtyard,"kung-fu, fighting, martial-arts",photo_1511_0.jpg
1506,https://t.me/jotchuacontent/1506,photo,2026-08-04 20:33:27,Shravan Anand,Jotchua peeks down from a ceiling hatch,"ceiling, peeking, attic",photo_1506_0.jpg
1505,https://t.me/jotchuacontent/1505,sticker,2026-08-04 12:40:30,Oowee,Pixel Jotchua as a level 30 game character,"pixel, game, rpg",1505_sticker.webp
1504,https://t.me/jotchuacontent/1504,photo,2026-08-04 00:10:44,Rishabh Rai,Jotchua presents a trophy and says good job,"trophy, winner, champion",photo_1504_0.jpg
1503,https://t.me/jotchuacontent/1503,photo,2026-08-04 00:10:43,Rishabh Rai,Jotchua hides in a bouquet as a surprise gift,"bouquet, surprise, gift",photo_1503_0.jpg
1502,https://t.me/jotchuacontent/1502,photo,2026-08-04 00:10:43,Rishabh Rai,Jotchua peeks over dice that spell win,"dice, winner, gambling",photo_1502_0.jpg
1501,https://t.me/jotchuacontent/1501,photo,2026-08-04 00:10:42,Rishabh Rai,Jotchua peeks out of a coffin on stage,"coffin, funeral, dead",photo_1501_0.jpg
1500,https://t.me/jotchuacontent/1500,photo,2026-08-03 22:35:49,Titus,Jotchua printed on an office coffee cup,"coffee, cup, office",photo_1500_0.jpg
1499,https://t.me/jotchuacontent/1499,photo,2026-08-03 22:10:09,L,Muscular Jotchua stares in black and white,"muscles, serious, approve",photo_1499_0.jpg
1498,https://t.me/jotchuacontent/1498,photo,2026-08-03 22:10:08,L,Breaking news asks why Jotchua is so unraped,"chart, alert, breaking-news",photo_1498_0.jpg
1497,https://t.me/jotchuacontent/1497,photo,2026-08-03 22:10:07,L,Jotchua with a brain chip and 5G conspiracy vibes,"conspiracy, brain, 5g",photo_1497_0.jpg
1496,https://t.me/jotchuacontent/1496,photo,2026-08-03 06:36:43,Oowee,Ornate tarot painting of stars and a cave,"tarot, stars, cave",photo_1496_0.jpg
1495,https://t.me/jotchuacontent/1495,photo,2026-08-03 06:32:44,Oowee,Jotchua holds a painted mask under watching eyes,"mask, mystery, disguise",photo_1495_0.jpg
1494,https://t.me/jotchuacontent/1494,photo,2026-08-03 03:40:01,Oowee,Jotchua waits on a suitcase as a UFO hovers,"ufo, alien, suitcase",photo_1494_0.jpg
1493,https://t.me/jotchuacontent/1493,photo,2026-08-03 01:26:36,Shravan Anand,Jotchua sits at a desk with a notebook and laptop,"studying, working, laptop",photo_1493_0.jpg
1492,https://t.me/jotchuacontent/1492,photo,2026-08-02 08:58:49,peacefuldestroy,Jotchua stands in a recording studio booth,"studio, recording, singing",photo_1492_0.jpg
1491,https://t.me/jotchuacontent/1491,photo,2026-08-02 04:37:50,Shravan Anand,Jotchua in a suit gestures like a lawyer,"lawyer, suit, explaining",photo_1491_0.jpg
1490,https://t.me/jotchuacontent/1490,photo,2026-08-01 19:31:16,Kade,Jotchua meteor streaks toward roaring dinosaurs,"dinosaur, meteor, asteroid",photo_1490_0.jpg
1485,https://t.me/jotchuacontent/1485,photo,2026-07-31 20:00:01,Shravan Anand,Jotchua in glasses and a leather jacket says rush,"glasses, rock, jacket",photo_1485_0.jpg
1484,https://t.me/jotchuacontent/1484,photo,2026-07-31 01:35:51,Shravan Anand,Jotchua as Iron Man fires a glowing repulsor,"iron-man, superhero, repulsor",photo_1484_0.jpg
1483,https://t.me/jotchuacontent/1483,photo,2026-07-30 22:54:31,Titus,Jotchua acrylic block sits beside a custom bottle,"desk, bottle, acrylic",photo_1483_0.jpg
1482,https://t.me/jotchuacontent/1482,photo,2026-07-30 18:10:21,Kade,Jotchua hides in the attic while the family eats,"attic, hiding, dinner",photo_1482_0.jpg
1481,https://t.me/jotchuacontent/1481,photo,2026-07-30 04:58:22,Shravan Anand,Jotchua sits on a skyscraper over the city at sunset,"skyscraper, rooftop, sunset",photo_1481_0.jpg
1480,https://t.me/jotchuacontent/1480,photo,2026-07-29 23:21:16,Shravan Anand,Jotchua as Denzel aims a gun from a rooftop,"gun, rooftop, denzel",photo_1480_0.jpg
1479,https://t.me/jotchuacontent/1479,photo,2026-07-29 23:07:53,Kade,Jotchua swimming in a stormy ocean by a ship,"swimming, ocean, ship",photo_1479_0.jpg
1478,https://t.me/jotchuacontent/1478,photo,2026-07-29 22:52:45,Titus,Jotchua in glasses speaking at a podium,"glasses, speech, podium",photo_1478_0.jpg
1476,https://t.me/jotchuacontent/1476,video,2026-07-29 02:29:13,peacefuldestroy,Jotchua morphs from Minecraft armor into an apple,"minecraft, costume, apple",1476_IMG_0170.MOV
1475,https://t.me/jotchuacontent/1475,photo,2026-07-29 01:12:27,Kade,Jotchua in a suit beside a shocked man,"suit, office, shocked",photo_1475_0.jpg
1474,https://t.me/jotchuacontent/1474,photo,2026-07-29 00:59:30,Kade,Jotchua working on a laptop in a study,"laptop, studying, library",photo_1474_0.jpg
1473,https://t.me/jotchuacontent/1473,photo,2026-07-28 21:41:52,Shravan Anand,Jotchua in a bathrobe calling on the beach,"phone, bathrobe, sunset",photo_1473_0.jpg
1472,https://t.me/jotchuacontent/1472,photo,2026-07-28 00:20:15,Shravan Anand,Jotchua in a suit smoking at a dark bar,"smoking, suit, bar",photo_1472_0.jpg
1471,https://t.me/jotchuacontent/1471,photo,2026-07-27 04:04:28,Kade,Jotchua peeking from a window beside coffee,"coffee, window, peeking",photo_1471_0.jpg
1470,https://t.me/jotchuacontent/1470,photo,2026-07-27 04:04:27,Kade,Jotchua blooming among colorful flowers and stars,"flower, garden, blooming",photo_1470_0.jpg
1469,https://t.me/jotchuacontent/1469,video,2026-07-27 01:15:00,Titus,Jotchua stares ahead looking lost and confused,"staring, confused, lost",1469_file_1469_0.mp4
1468,https://t.me/jotchuacontent/1468,video,2026-07-27 01:14:37,Titus,Jotchua tilts his head in sudden realization,"head-tilt, realization, staring",1468_file_1468_0.mp4
1466,https://t.me/jotchuacontent/1466,photo,2026-07-27 01:05:51,Kade,Jotchua hiding in a flock of sheep,"sheep, hiding, crowd",photo_1466_0.jpg
1465,https://t.me/jotchuacontent/1465,photo,2026-07-26 20:12:39,Shravan Anand,Jotchua aiming a sniper with his face in the scope,"sniper, aiming, scope",photo_1465_0.jpg
1464,https://t.me/jotchuacontent/1464,photo,2026-07-26 19:12:59,Shravan Anand,Jotchua as Morpheus offering a mysterious card,"matrix, card, coat",photo_1464_0.jpg
1463,https://t.me/jotchuacontent/1463,photo,2026-07-26 16:30:53,Rishabh Rai,Jotchua in glasses wearing a yellow duck floatie,"duck, floatie, glasses",photo_1463_0.jpg
1462,https://t.me/jotchuacontent/1462,photo,2026-07-26 16:30:52,Rishabh Rai,Jotchua's ID card listing him as Freetchua,"id-card, portrait, form",photo_1462_0.jpg
1461,https://t.me/jotchuacontent/1461,photo,2026-07-26 16:30:52,Rishabh Rai,Jotchua peeking over glasses looking very worried,"glasses, worried, peeking",photo_1461_0.jpg
1460,https://t.me/jotchuacontent/1460,photo,2026-07-26 16:30:51,Rishabh Rai,Jotchua sits sadly as his ghost rises behind,"ghost, sad, regret",photo_1460_0.jpg
1459,https://t.me/jotchuacontent/1459,photo,2026-07-26 16:30:51,Rishabh Rai,Jotchua in bed saying I'm fine with a screaming ghost,"thumbs-up, bedtime, ghost",photo_1459_0.jpg
1458,https://t.me/jotchuacontent/1458,photo,2026-07-26 16:30:50,Rishabh Rai,Jotchua as Kenny in an orange parka,"kenny, parka, south-park",photo_1458_0.jpg
1457,https://t.me/jotchuacontent/1457,photo,2026-07-26 16:30:50,Rishabh Rai,Jotchua pointing proudly saying that's my boy,"pointing, proud, dad",photo_1457_0.jpg
1456,https://t.me/jotchuacontent/1456,photo,2026-07-26 16:30:49,Rishabh Rai,Jotchua pulling puppet strings over planet Earth,"earth, puppet, world",photo_1456_0.jpg
1455,https://t.me/jotchuacontent/1455,photo,2026-07-26 08:08:30,Kade,Jotchua's head on a man in a blue sweater,"sweater, standing, jeans",photo_1455_0.jpg
1454,https://t.me/jotchuacontent/1454,photo,2026-07-26 06:26:21,Kade,Jotchua in a suit smoking beside a car,"smoking, suit, car",photo_1454_0.jpg
1453,https://t.me/jotchuacontent/1453,photo,2026-07-26 06:26:18,Kade,Jotchua staring after taking a badly calculated risk,"math, oops, sad",photo_1453_0.jpg
1452,https://t.me/jotchuacontent/1452,photo,2026-07-26 06:26:17,Kade,Jotchua in camo shielding a sleeper from bombs,"soldier, protecting, camo",photo_1452_0.jpg
1451,https://t.me/jotchuacontent/1451,photo,2026-07-26 06:26:14,Kade,Jotchua watching screens that all say bet more,"trading, betting, screens",photo_1451_0.jpg
1450,https://t.me/jotchuacontent/1450,photo,2026-07-26 06:26:13,Kade,A woman wears a Jotchua band t-shirt,"t-shirt, sunglasses, fashion",photo_1450_0.jpg
1449,https://t.me/jotchuacontent/1449,photo,2026-07-26 06:26:12,Kade,Jotchua at a dim bar surrounded by women,"bar, drinking, night",photo_1449_0.jpg
1448,https://t.me/jotchuacontent/1448,photo,2026-07-26 06:26:11,Kade,Jotchua taking a selfie in a hillside city,"selfie, brazil, city",photo_1448_0.jpg
1445,https://t.me/jotchuacontent/1445,photo,2026-07-26 02:12:31,Shravan Anand,Jotchua hanging from a police car at night,"police, car, night",photo_1445_0.jpg
1441,https://t.me/jotchuacontent/1441,photo,2026-07-25 21:49:45,Titus,Jotchua flying forward wrapped in golden energy,"flying, spinning, speed",photo_1441_0.jpg
1440,https://t.me/jotchuacontent/1440,video,2026-07-25 21:49:36,Titus,Jotchua waves one paw then the other,"waving, hello, paws",1440_file_1440_0.mp4
1439,https://t.me/jotchuacontent/1439,video,2026-07-25 21:49:33,Titus,Jotchua DJs on turntables with tongue out,"dj, turntables, mixing",1439_file_1439_0.mp4
1438,https://t.me/jotchuacontent/1438,photo,2026-07-25 01:59:27,Shravan Anand,Jotchua in a karate gi ready to fight,"fighting, karate, gi",photo_1438_0.jpg
1437,https://t.me/jotchuacontent/1437,photo,2026-07-25 00:53:02,Kade,Jotchua with an arrow stuck through his head,"arrow, bow, oops",photo_1437_0.jpg
1436,https://t.me/jotchuacontent/1436,photo,2026-07-24 20:31:59,Kade,Jotchua in royal French court clothes on a balcony,"royalty, costume, palace",photo_1436_0.jpg
1435,https://t.me/jotchuacontent/1435,photo,2026-07-24 20:30:16,Shravan Anand,Jotchua's face under a pumping candlestick chart,"chart, trading, pumping",photo_1435_0.jpg
1434,https://t.me/jotchuacontent/1434,photo,2026-07-24 08:25:54,Kade,Jotchua in pajamas by the fire with cocoa,"pajamas, bedtime, cozy",photo_1434_0.jpg
1433,https://t.me/jotchuacontent/1433,photo,2026-07-24 06:06:40,Kade,Jotchua cheering at a packed casino table,"casino, gambling, cheering",photo_1433_0.jpg
1432,https://t.me/jotchuacontent/1432,photo,2026-07-24 02:01:41,Shravan Anand,Jotchua in a suit and red tie at the office,"suit, office, serious",photo_1432_0.jpg
1431,https://t.me/jotchuacontent/1431,photo,2026-07-24 00:29:57,Kade,Jotchua wearing a bear hood in a snowy forest,"bear, winter, hood",photo_1431_0.jpg
1430,https://t.me/jotchuacontent/1430,photo,2026-07-23 21:00:49,Titus,Jotchua as the Joker with an axe in flames,"joker, fire, axe",photo_1430_0.jpg
1429,https://t.me/jotchuacontent/1429,photo,2026-07-23 19:51:44,Kade,Jotchua steering a yacht along a sunny coast,"yacht, sailing, driving",photo_1429_0.jpg
1428,https://t.me/jotchuacontent/1428,photo,2026-07-23 19:41:36,Kade,Jotchua celebrating a win at the casino table,"casino, gambling, winner",photo_1428_0.jpg
1427,https://t.me/jotchuacontent/1427,photo,2026-07-23 19:34:08,Shravan Anand,Jotchua staring blankly with a loading spinner,"loading, buffering, thinking",photo_1427_0.jpg
1426,https://t.me/jotchuacontent/1426,photo,2026-07-23 19:33:49,Kade,Jotchua eating a croissant at a seaside breakfast,"breakfast, croissant, vacation",photo_1426_0.jpg
1423,https://t.me/jotchuacontent/1423,photo,2026-07-23 01:08:57,Shravan Anand,Jotchua as a gym trainer pointing with a clipboard,"gym, pointing, trainer",photo_1423_0.jpg
1422,https://t.me/jotchuacontent/1422,photo,2026-07-23 00:08:14,Oowee,Jotchua as a monk holding a glass of wine,"wine, painting, monk",photo_1422_0.jpg
1421,https://t.me/jotchuacontent/1421,photo,2026-07-22 20:51:39,Kade,Jotchua in a medieval cloak holding a mallet,"medieval, hammer, cloak",photo_1421_0.jpg
1405,https://t.me/jotchuacontent/1405,photo,2026-07-22 03:17:40,Shravan Anand,Jotchua in a medieval vest sitting in a tavern,"tavern, medieval, vest",photo_1405_0.jpg
1404,https://t.me/jotchuacontent/1404,photo,2026-07-22 03:11:25,Kade,Jotchua wearing a Hello Kitty hat and pink outfit,"hello-kitty, pink, costume",photo_1404_0.jpg
1402,https://t.me/jotchuacontent/1402,photo,2026-07-21 22:51:19,Kade,Jotchua sitting sadly hugging his knees,"sad, sitting, sketch",photo_1402_0.jpg
1401,https://t.me/jotchuacontent/1401,photo,2026-07-21 22:38:29,Kade,Tiny armored Jotchua facing a giant sea monster,"monster, brave, ocean",photo_1401_0.jpg
1400,https://t.me/jotchuacontent/1400,photo,2026-07-21 22:29:23,Kade,Jotchua wrapped in a towel relaxing in a sauna,"sauna, towel, relaxing",photo_1400_0.jpg
1399,https://t.me/jotchuacontent/1399,photo,2026-07-21 16:12:23,Dubi🇨🇭,Jotchua sitting behind a floor of stacked cash,"money, rich, cash",photo_1399_0.jpg
1398,https://t.me/jotchuacontent/1398,photo,2026-07-21 06:42:17,B3,Jotchua as a bearded wizard riding a rearing horse,"wizard, horse, magic",photo_1398_0.jpg
1396,https://t.me/jotchuacontent/1396,photo,2026-07-21 04:42:54,peacefuldestroy,Jotchua sitting in a pile of blue market-cap tokens,"listing, market-cap, pile",photo_1396_0.jpg
1390,https://t.me/jotchuacontent/1390,photo,2026-07-20 23:34:52,B3,Jotchua hiking with travelers through a mossy forest,"hiking, forest, adventure",photo_1390_0.jpg
1389,https://t.me/jotchuacontent/1389,photo,2026-07-20 23:34:51,B3,Jotchua among fallen fighters as a warrior drinks,"battle, forest, drinking",photo_1389_0.jpg
1388,https://t.me/jotchuacontent/1388,photo,2026-07-20 23:34:50,B3,Jotchua holds a magic wand before a dark dragon,"wizard, dragon, magic",photo_1388_0.jpg
1387,https://t.me/jotchuacontent/1387,photo,2026-07-20 21:14:21,Shravan Anand,Jotchua pushes a giant boulder up the mountain,"sisyphus, boulder, struggle",photo_1387_0.jpg
1386,https://t.me/jotchuacontent/1386,photo,2026-07-20 14:01:03,peacefuldestroy,Jotchua heads fill both CS teams in a match,"csgo, gaming, squad",photo_1386_0.jpg
1384,https://t.me/jotchuacontent/1384,photo,2026-07-20 08:39:23,Oowee,Jotchua rides a jet ski through tropical water,"jet-ski, beach, vacation",photo_1384_0.jpg
1383,https://t.me/jotchuacontent/1383,photo,2026-07-20 08:37:45,Kade,Sniper Jotchua aims through a scope at another Jotchua,"sniper, scope, military",photo_1383_0.jpg
1381,https://t.me/jotchuacontent/1381,photo,2026-07-20 07:51:13,Kade,Jotchua pulls a steak from the air fryer,"cooking, steak, air-fryer",photo_1381_0.jpg
1380,https://t.me/jotchuacontent/1380,photo,2026-07-20 07:42:07,Kade,Jotchua wears a black cow costume with horns,"cow, costume, horns",photo_1380_0.jpg
1379,https://t.me/jotchuacontent/1379,photo,2026-07-20 02:51:35,Pedro Ribeiro,Office Jotchua in a suit flips both middle fingers,"middle-finger, office, suit",photo_1379_0.jpg
1378,https://t.me/jotchuacontent/1378,photo,2026-07-20 02:51:34,Pedro Ribeiro,Jotchua stares ahead in black sunglasses,"sunglasses, chill, staring",photo_1378_0.jpg
1377,https://t.me/jotchuacontent/1377,photo,2026-07-20 02:51:34,Pedro Ribeiro,Jotchua peeks out from a red hijab,"hijab, niqab, veil",photo_1377_0.jpg
1376,https://t.me/jotchuacontent/1376,photo,2026-07-20 02:51:33,Pedro Ribeiro,Jotchua in a troll-face shirt flips the bird,"troll, middle-finger, angry",photo_1376_0.jpg
1375,https://t.me/jotchuacontent/1375,photo,2026-07-20 02:51:32,Pedro Ribeiro,Jotchua in a tuxedo holds stacks of cash,"money, rich, tuxedo",photo_1375_0.jpg
1374,https://t.me/jotchuacontent/1374,photo,2026-07-20 02:50:43,Pedro Ribeiro,Jotchua made entirely of sparkling crystal,"crystal, diamond, jewel",photo_1374_0.jpg
1373,https://t.me/jotchuacontent/1373,photo,2026-07-20 02:50:42,Pedro Ribeiro,Sailor Jotchua drives a boat through Venice canals,"boat, venice, sailor",photo_1373_0.jpg
1372,https://t.me/jotchuacontent/1372,photo,2026-07-20 02:50:41,Pedro Ribeiro,Jotchua wears a jeweled gold crown,"crown, king, royal",photo_1372_0.jpg
1371,https://t.me/jotchuacontent/1371,photo,2026-07-20 02:50:40,Pedro Ribeiro,"Jotchua in a blonde wig, chain, and sunglasses","blonde, sunglasses, chain",photo_1371_0.jpg
1370,https://t.me/jotchuacontent/1370,photo,2026-07-20 02:50:39,Pedro Ribeiro,Jotchua dressed in Indian wedding turban and sari,"turban, indian, wedding",photo_1370_0.jpg
1369,https://t.me/jotchuacontent/1369,photo,2026-07-20 02:50:36,Pedro Ribeiro,Jotchua wears white sunglasses with bitcoin logos,"btc, sunglasses, white",photo_1369_0.jpg
1368,https://t.me/jotchuacontent/1368,photo,2026-07-20 02:50:35,Pedro Ribeiro,Astronaut Jotchua stands on the moon in NASA gear,"astronaut, space, moon",photo_1368_0.jpg
1367,https://t.me/jotchuacontent/1367,photo,2026-07-20 02:50:34,Pedro Ribeiro,Jotchua wears a blue superhero suit with a cape,"superhero, cape, hero",photo_1367_0.jpg
1366,https://t.me/jotchuacontent/1366,photo,2026-07-20 02:50:33,Pedro Ribeiro,Jotchua with a long pale elephant trunk,"elephant, trunk, dumbo",photo_1366_0.jpg
1365,https://t.me/jotchuacontent/1365,photo,2026-07-20 02:50:31,Pedro Ribeiro,Jotchua wears a rusty riveted metal helmet,"helmet, magneto, armor",photo_1365_0.jpg
1364,https://t.me/jotchuacontent/1364,photo,2026-07-20 02:39:45,Shravan Anand,Scarface Jotchua sits behind a pile of powder,"scarface, mafia, boss",photo_1364_0.jpg
1359,https://t.me/jotchuacontent/1359,photo,2026-07-19 20:15:12,Shravan Anand,Jotchua in a suit fires a gun in a mansion,"shooting, mafia, suit",photo_1359_0.jpg
1358,https://t.me/jotchuacontent/1358,photo,2026-07-19 05:25:56,Shravan Anand,Jotchua clings to the side of a flying plane,"plane, stunt, hanging",photo_1358_0.jpg
1357,https://t.me/jotchuacontent/1357,photo,2026-07-19 04:00:38,Shravan Anand,Jotchua fires a machine gun down a hotel hallway,"john-wick, shooting, hotel",photo_1357_0.jpg
1356,https://t.me/jotchuacontent/1356,photo,2026-07-19 04:00:22,Shravan Anand,Helmetless Jotchua leads an army of soldiers,"army, military, soldier",photo_1356_0.jpg
1355,https://t.me/jotchuacontent/1355,photo,2026-07-19 03:58:43,Shravan Anand,Jotchua in a pinstripe suit fires a blazing rifle,"shooting, mafia, gun",photo_1355_0.jpg
1354,https://t.me/jotchuacontent/1354,photo,2026-07-18 01:19:26,Kade,Two men walk Jotchua on a leash down the street,"walking, leash, street",photo_1354_0.jpg
1353,https://t.me/jotchuacontent/1353,video,2026-07-17 21:22:17,Shravan Anand,Jotchua rides a blue car along the coast,"road-trip, driving, coast",1353_file_1353_0.mp4
1352,https://t.me/jotchuacontent/1352,photo,2026-07-17 07:03:35,Shravan Anand,Tuxedo Jotchua lights a cigar wearing a gold watch,"cigar, tuxedo, smoking",photo_1352_0.jpg
1351,https://t.me/jotchuacontent/1351,photo,2026-07-17 07:03:29,Shravan Anand,Jotchua thinks of a green candle with paw on chin,"thinking, bullish, chart",photo_1351_0.jpg
1350,https://t.me/jotchuacontent/1350,photo,2026-07-17 01:45:52,Rishabh Rai,Jotchua steams with a red-hot stressed head,"stressed, steam, frustrated",photo_1350_0.jpg
1349,https://t.me/jotchuacontent/1349,photo,2026-07-17 01:45:25,Rishabh Rai,A Jotchua constellation glows in the night sky,"stars, constellation, night",photo_1349_0.jpg
1348,https://t.me/jotchuacontent/1348,photo,2026-07-17 01:45:24,Rishabh Rai,GTA Jotchua walks a city street holding an AK,"gta, gun, gangster",photo_1348_0.jpg
1347,https://t.me/jotchuacontent/1347,photo,2026-07-17 01:45:24,Rishabh Rai,Jotchua at a night window flips the middle finger,"middle-finger, window, night",photo_1347_0.jpg
1346,https://t.me/jotchuacontent/1346,photo,2026-07-17 01:45:23,Rishabh Rai,Jotchua fully scribbled over with yellow highlighter,"highlighter, highlighted, yellow",photo_1346_0.jpg
1345,https://t.me/jotchuacontent/1345,photo,2026-07-17 01:45:23,Rishabh Rai,Broke Jotchua holds an empty wallet and reaches out,"broke, wallet, begging",photo_1345_0.jpg
1344,https://t.me/jotchuacontent/1344,photo,2026-07-17 01:45:22,Rishabh Rai,Good-boi Jotchua sips iced coffee with a straw,"coffee, drinking, iced",photo_1344_0.jpg
1343,https://t.me/jotchuacontent/1343,photo,2026-07-17 01:45:22,Rishabh Rai,Jotchua rides the subway with headphones and backpack,"subway, headphones, commute",photo_1343_0.jpg
1342,https://t.me/jotchuacontent/1342,photo,2026-07-16 00:00:21,Shravan Anand,Rich Jotchua sits in a limo with cash and champagne,"limo, rich, champagne",photo_1342_0.jpg
1341,https://t.me/jotchuacontent/1341,photo,2026-07-15 23:58:11,Rishabh Rai,Office Jotchua stays calm while the cubicle burns,"office, fire, calm",photo_1341_0.jpg
1340,https://t.me/jotchuacontent/1340,photo,2026-07-15 23:58:10,Rishabh Rai,Tiny Jotchua lifts dumbbells on the gym floor,"gym, lifting, workout",photo_1340_0.jpg
1339,https://t.me/jotchuacontent/1339,photo,2026-07-15 23:58:10,Rishabh Rai,Jotchua peeks from a hot air balloon over a highway,"balloon, flying, travel",photo_1339_0.jpg
1338,https://t.me/jotchuacontent/1338,photo,2026-07-15 23:58:09,Rishabh Rai,Jotchua lies in bed charging a phone under the covers,"bed, phone, sleepy",photo_1338_0.jpg
1337,https://t.me/jotchuacontent/1337,photo,2026-07-15 23:58:09,Rishabh Rai,Whalechua swims in the ocean with a Jotchua face,"whale, swimming, ocean",photo_1337_0.jpg
1336,https://t.me/jotchuacontent/1336,photo,2026-07-15 23:58:08,Rishabh Rai,Two Jotchuas stare ahead ready for bagwork,"staring, serious, bagwork",photo_1336_0.jpg
1335,https://t.me/jotchuacontent/1335,photo,2026-07-15 23:58:08,Rishabh Rai,Weekend plans vs actual lazy chips-and-bed Jotchua,"weekend, lazy, plans",photo_1335_0.jpg
1334,https://t.me/jotchuacontent/1334,photo,2026-07-15 23:58:07,Rishabh Rai,Jotchua adjusts red glasses with one paw,"glasses, nerd, smart",photo_1334_0.jpg
1333,https://t.me/jotchuacontent/1333,photo,2026-07-15 06:49:34,Rishabh Rai,England-kit Jotchua holds an it's coming home sign,"soccer, england, football",photo_1333_0.jpg
1332,https://t.me/jotchuacontent/1332,photo,2026-07-15 06:49:34,Rishabh Rai,Jotchua with black horns and glowing green eyes,"horns, demon, glowing-eyes",photo_1332_0.jpg
1331,https://t.me/jotchuacontent/1331,photo,2026-07-15 06:49:14,Rishabh Rai,Marker drawing of Jotchua in hats and sunglasses,"drawing, art, sunglasses",photo_1331_0.jpg
1330,https://t.me/jotchuacontent/1330,photo,2026-07-15 06:49:14,Rishabh Rai,Jotchua chills in an ice barrel with a cocktail,"chilling, sunglasses, cocktail",photo_1330_0.jpg
1329,https://t.me/jotchuacontent/1329,photo,2026-07-15 06:49:13,Rishabh Rai,Jotchua with a sword faces a charging cavalry,"sword, battle, warrior",photo_1329_0.jpg
1328,https://t.me/jotchuacontent/1328,photo,2026-07-15 06:49:13,Rishabh Rai,Jotchua thinks while holding a coffee cup,"thinking, coffee, pondering",photo_1328_0.jpg
1327,https://t.me/jotchuacontent/1327,photo,2026-07-15 06:49:12,Rishabh Rai,Jotchua as the Statue of Liberty holding a torch,"liberty, statue, america",photo_1327_0.jpg
1326,https://t.me/jotchuacontent/1326,photo,2026-07-15 05:18:25,Shravan Anand,Jotchua in a hard hat digging at a construction site,"construction, hard-hat, working",photo_1326_0.jpg
1325,https://t.me/jotchuacontent/1325,photo,2026-07-15 01:20:53,Shravan Anand,Giant Jotchua billboard over the city at sunset,"billboard, sunset, city",photo_1325_0.jpg
1324,https://t.me/jotchuacontent/1324,photo,2026-07-14 21:23:44,Shravan Anand,Jotchua barista in an apron taking coffee orders,"barista, coffee, working",photo_1324_0.jpg
1323,https://t.me/jotchuacontent/1323,photo,2026-07-14 21:23:41,Shravan Anand,Muscular Jotchua boxes in the ring with red gloves,"boxing, fighting, muscles",photo_1323_0.jpg
1322,https://t.me/jotchuacontent/1322,photo,2026-07-14 07:23:25,Oowee,Jotchua hits a bong on the couch next to a guy,"smoking, bong, couch",photo_1322_0.jpg
1321,https://t.me/jotchuacontent/1321,photo,2026-07-14 07:23:18,Oowee,Jotchua floats in a chaotic 3D game world,"vr, floating, chaos",photo_1321_0.jpg
1317,https://t.me/jotchuacontent/1317,photo,2026-07-14 01:22:38,T,Jotchua holds up a yellow Uno reverse card,"uno, reverse, card",photo_1317_0.jpg
